Histórico;Solicitante;Órgáo;Despacho;Horas Voadas;Aeronave;Número DB;Base;Data;Órgáos;Origem;Destino;Nome;Cargo/Função;Órgáo
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0126-2020;DTA;05/11/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0126-2020;DTA;05/11/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0126-2020;DTA;05/11/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Marcel Dornas Beghini;Secretário-Geral Adjunto de Governo;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0126-2020;DTA;05/11/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Marcel Dornas Beghini;Secretário-Geral Adjunto de Governo;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0128-2020;DTA;05/11/2020;Secretaria-Geral;MARIANA;BELO HORIZONTE;Amália Goulart Moreira César;Subsecretaria de Comunicação Social e Eventos;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0128-2020;DTA;05/11/2020;Secretaria-Geral;MARIANA;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0128-2020;DTA;05/11/2020;Secretaria-Geral;MARIANA;BELO HORIZONTE;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0128-2020;DTA;05/11/2020;Secretaria-Geral;MARIANA;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0128-2020;DTA;05/11/2020;Secretaria-Geral;MARIANA;BELO HORIZONTE;Marcel Dornas Beghini;Secretário-Geral Adjunto de Governo;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0128-2020;DTA;05/11/2020;Secretaria-Geral;MARIANA;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0130-2020;DTA;20/11/2020;Secretaria-Geral;SÃO SEBASTIÃO DO OESTE;CARMO DO CAJURU;Ana Maria Soares Valentini;Secretário de Estado;Secretaria de Estado de Agricultura Pecuária e Abastecimento
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0130-2020;DTA;20/11/2020;Secretaria-Geral;SÃO SEBASTIÃO DO OESTE;CARMO DO CAJURU;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0130-2020;DTA;20/11/2020;Secretaria-Geral;SÃO SEBASTIÃO DO OESTE;CARMO DO CAJURU;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0130-2020;DTA;20/11/2020;Secretaria-Geral;SÃO SEBASTIÃO DO OESTE;CARMO DO CAJURU;Flávio Roscoe Nogueira;Presidente da FIEMG;FIEMG - Federação das Indústrias MG
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0130-2020;DTA;20/11/2020;Secretaria-Geral;SÃO SEBASTIÃO DO OESTE;CARMO DO CAJURU;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0130-2020;DTA;20/11/2020;Secretaria-Geral;SÃO SEBASTIÃO DO OESTE;CARMO DO CAJURU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0132-2020;DTA;20/11/2020;Secretaria-Geral;DIVINOPOLIS;BELO HORIZONTE;Ana Maria Soares Valentini;Secretário de Estado;Secretaria de Estado de Agricultura Pecuária e Abastecimento
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0132-2020;DTA;20/11/2020;Secretaria-Geral;DIVINOPOLIS;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0132-2020;DTA;20/11/2020;Secretaria-Geral;DIVINOPOLIS;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0132-2020;DTA;20/11/2020;Secretaria-Geral;DIVINOPOLIS;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0132-2020;DTA;20/11/2020;Secretaria-Geral;DIVINOPOLIS;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para participação no evento de inauguração da nova sede da CEMIG,  em Belo Horizonte/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0133-2020;DTA;01/12/2020;Secretaria-Geral;BELO HORIZONTE;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para participação no evento de inauguração da nova sede da CEMIG,  em Belo Horizonte/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0133-2020;DTA;01/12/2020;Secretaria-Geral;BELO HORIZONTE;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para participação no evento de inauguração da nova sede da CEMIG,  em Belo Horizonte/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0133-2020;DTA;01/12/2020;Secretaria-Geral;BELO HORIZONTE;BELO HORIZONTE;Mateus Simões de Almeida;Vice Governador;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para participação no evento de inauguração da nova sede da CEMIG,  em Belo Horizonte/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0133-2020;DTA;01/12/2020;Secretaria-Geral;BELO HORIZONTE;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0134-2020;DTA;15/12/2020;Secretaria-Geral;BELO HORIZONTE;CONTAGEM;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0134-2020;DTA;15/12/2020;Secretaria-Geral;BELO HORIZONTE;CONTAGEM;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0134-2020;DTA;15/12/2020;Secretaria-Geral;BELO HORIZONTE;CONTAGEM;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0134-2020;DTA;15/12/2020;Secretaria-Geral;BELO HORIZONTE;CONTAGEM;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0135-2020;DTA;15/12/2020;Secretaria-Geral;CONTAGEM;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0135-2020;DTA;15/12/2020;Secretaria-Geral;CONTAGEM;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0135-2020;DTA;15/12/2020;Secretaria-Geral;CONTAGEM;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0135-2020;DTA;15/12/2020;Secretaria-Geral;CONTAGEM;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva após Inauguração Usina Solar Alsol em Iraí de Minas/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;01:06:00;PT-OSO - PEGASUS 12;0190-2020;EsAF;16/11/2020;Secretaria-Geral;PATROCINIO;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva após Inauguração Usina Solar Alsol em Iraí de Minas/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;01:06:00;PT-OSO - PEGASUS 12;0190-2020;EsAF;16/11/2020;Secretaria-Geral;PATROCINIO;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas e comitiva após Inauguração Usina Solar Alsol em Iraí de Minas/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;01:06:00;PT-OSO - PEGASUS 12;0190-2020;EsAF;16/11/2020;Secretaria-Geral;PATROCINIO;BELO HORIZONTE;Mateus Simões de Almeida;Vice Governador;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva após Inauguração Usina Solar Alsol em Iraí de Minas/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;01:06:00;PT-OSO - PEGASUS 12;0190-2020;EsAF;16/11/2020;Secretaria-Geral;PATROCINIO;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva após Inauguração Usina Solar Alsol em Iraí de Minas/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;01:06:00;PT-OSO - PEGASUS 12;0190-2020;EsAF;16/11/2020;Secretaria-Geral;PATROCINIO;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0191-2020;EsAF;08/12/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0191-2020;EsAF;08/12/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Mateus Simões de Almeida;Vice Governador;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0191-2020;EsAF;08/12/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0191-2020;EsAF;08/12/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0192-2020;EsAF;08/12/2020;Secretaria-Geral;UBERLANDIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0192-2020;EsAF;08/12/2020;Secretaria-Geral;UBERLANDIA;BELO HORIZONTE;Mateus Simões de Almeida;Vice Governador;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0192-2020;EsAF;08/12/2020;Secretaria-Geral;UBERLANDIA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador MG;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0192-2020;EsAF;08/12/2020;Secretaria-Geral;UBERLANDIA;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Alexandre Kalil;Prefeito de Belo Horizonte;Prefeitura de Belo Horizonte
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Alexandre Lucas Alves;Secretário Nacional de Proteção e Defesa Civil;
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Equipe de Segurança;-;
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Gen EB Rolemberg Ferreira da Cunha;Subchefe de Operações de Paz do Ministério da Defesa;
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Gustavo Henrique Canuto;Ministro do Desenvolvimento Regional;
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
